Product Name,Price,Miles,Dealername,Rating,Location,Reviews
2024 Volkswagen Atlas 2.0T SE w/Technology 4MOTION,37990,13781,Castle Volkswagen of Schaumburg,4.6,"Schaumburg, IL (25 mi.)",667
2025 Mazda CX-5 2.5 S Select Package,31040,0,Napleton's Palatine Mazda,3.1,"Palatine, IL (28 mi.)",52
2025 Mazda CX-5 2.5 S Premium Plus Package,36180,0,Napleton's Palatine Mazda,3.1,"Palatine, IL (28 mi.)",52
2024 Chevrolet Suburban LS,62490,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2021 INFINITI QX50 LUXE AWD,26950,42931,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2024 Chevrolet Suburban LT,71796,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2025 Buick Envista Sport Touring FWD,27500,0,Woody Buick GMC Naperville,4.8,"Naperville, IL (30 mi.)",688
2014 Audi A4 2.0T Premium Plus,14000,90000,Not found,0.0,"Chicago, IL (2 mi.)",0
2024 Ford Escape ST-Line,32766,0,Zeigler Ford of North Riverside,4.7,"North Riverside, IL (9 mi.)",518
2020 Land Rover Range Rover Evoque S,27000,35590,Al Piemonte Nissan,4.3,"Melrose Park, IL (12 mi.)",3522
2023 BMW X5 PHEV XDrive45e,46998,39127,CarMax Daytona,0.0,Location not found,0
2024 Jeep Compass Latitude Lux,32275,0,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2017 Chevrolet Silverado 1500 1LT,26463,81674,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2025 Honda CR-V Hybrid Sport,37500,0,Gerald Honda of Countryside,4.9,"Countryside, IL (14 mi.)",1857
2021 Land Rover Defender 110,45998,25885,CarMax Royal Palm Beach,0.0,Location not found,1
2019 Ferrari GTC4Lusso T,188799,16700,Glenview Luxury Imports,4.8,"Glenview, IL (15 mi.)",470
2024 Hyundai Elantra SE,22749,0,AutoNation Hyundai O'Hare,4.4,"Des Plaines, IL (16 mi.)",1303
2021 Porsche 718 Cayman GTS,84000,49279,Napleton Porsche of Westmont,4.8,"Westmont, IL (18 mi.)",879
2019 Lamborghini Huracan LP580-2S,239880,6422,Perillo Downers Grove,0.0,"Downers Grove, IL (20 mi.)",89
2025 Kia Sportage SX-Prestige,38720,0,McGrath Kia Highland Park,3.9,"Highland Park, IL (21 mi.)",62
2024 Ford Escape Active,29492,0,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2024 Chevrolet Suburban RST,77496,0,Bill Kay Chevrolet,4.6,"Lisle, IL (23 mi.)",2383
2024 Jeep Wrangler 4xe Sport S,44285,0,DuPage CDJR,4.5,"Glendale Heights, IL (23 mi.)",2011
2025 Chevrolet Equinox 1LT,31684,0,Garber Chevrolet Highland,4.1,"Highland, IN (26 mi.)",1607
2025 Chevrolet Equinox AWD ACTIV,38028,0,Garber Chevrolet Highland,4.1,"Highland, IN (26 mi.)",1607
2022 Honda CR-V AWD EX-L,29650,32830,Gerald Honda of Matteson,4.9,"Matteson, IL (27 mi.)",2277
2024 Chevrolet Equinox LT,27810,0,Chevrolet of Palatine,2.0,"Palatine, IL (28 mi.)",759
2025 Lincoln Aviator PREMIERE,63550,0,Fair Oaks Lincoln,0.0,"Naperville, IL (30 mi.)",0
2025 INFINITI QX80 AUTOGRAPH AWD,116460,0,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2025 Nissan Sentra SR,29220,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2024 Subaru WRX Premium,33926,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2024 Subaru WRX Base,32051,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2019 Nissan Titan XD PRO-4X,39998,38784,CarMax Greenville NC,0.0,Location not found,3
2024 Subaru Ascent Touring 7-Passenger,47228,0,Subaru Evergreen Park,4.8,"Evergreen Park, IL (12 mi.)",35
2015 GMC Terrain SLT,15998,75698,CarMax Fairfield,0.0,Location not found,4
2024 Nissan Rogue Platinum,34642,0,Old Orchard Nissan,4.6,"Skokie, IL (14 mi.)",3581
2025 Chevrolet Equinox FWD ACTIV,36081,0,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2025 Subaru Forester Sport,35807,0,The Autobarn Countryside Subaru,4.8,"Countryside, IL (14 mi.)",1365
2022 Honda Civic Sport,20980,60427,Driven Auto of Oak Forest,4.4,"Oak Forest, IL (21 mi.)",50
2025 Ford Explorer ST,58506,0,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2024 Jeep Compass Sport,26492,0,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.3,"Downers Grove, IL (22 mi.)",897
2024 Volvo XC40 B5 Ultimate Bright Theme,51775,0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",4.8,"Tinley Park, IL (22 mi.)",275
2024 Volvo XC40 B5 Ultimate Dark Theme,51775,0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",4.8,"Tinley Park, IL (22 mi.)",275
2025 Nissan Sentra S,21497,0,Zeigler Nissan of Orland Park,4.8,"Orland Park, IL (22 mi.)",4031
2025 Chevrolet Equinox AWD ACTIV,37952,0,Chevrolet of Homewood,4.7,"Homewood, IL (23 mi.)",505
2014 Maserati Ghibli Base,17999,29641,Ace Motorworks,0.0,"Lisle, IL (24 mi.)",4
2025 Chevrolet Equinox 1LT,34245,0,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2023 Mercedes-Benz AMG GT 43 C,70795,14408,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.4,"Arlington Heights, IL (26 mi.)",3364
2014 Chevrolet Traverse 2LT,12000,83882,Woody Buick GMC Naperville,4.8,"Naperville, IL (30 mi.)",688
2025 Mazda CX-5 Carbon Edition,39260,0,Napleton Mazda of Naperville,4.2,"Naperville, IL (30 mi.)",527
2024 Mercedes-Benz Sprinter 2500 Crew 144 WB,82590,0,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2005 Mercedes-Benz E-Class E320 4MATIC,6500,155000,Not found,0.0,"Chicago, IL (3 mi.)",0
2024 Dodge Hornet GT AWD,33590,0,Midway Dodge,4.6,"Chicago, IL (7 mi.)",1036
2025 RAM 1500 Limited,83050,0,Marino Chrysler Jeep Dodge RAM,4.9,"Chicago, IL (8 mi.)",5104
2016 Mercedes-Benz GL-Class,28998,50463,CarMax Mobile,0.0,Location not found,1
2025 Jeep Grand Cherokee L Laredo,43470,0,Marino Chrysler Jeep Dodge RAM,4.9,"Chicago, IL (8 mi.)",5104
2025 Dodge Durango GT Plus AWD,49580,0,Marino Chrysler Jeep Dodge RAM,4.9,"Chicago, IL (8 mi.)",5104
2024 Jeep Grand Cherokee L Laredo,39500,0,South Chicago Dodge Chrysler Jeep RAM,3.8,"Chicago, IL (9 mi.)",244
2024 Hyundai Sonata Hybrid Limited,38217,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2025 Ford Explorer ST,60795,0,Al Piemonte Ford,4.8,"Melrose Park, IL (12 mi.)",750
2024 Jeep Grand Cherokee L Limited,44517,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2014 Ford Edge Limited,13998,124278,CarMax Rivergate,0.0,Location not found,11
2025 Cadillac XT5 Luxury,47900,0,Napleton Cadillac of Oak Lawn,4.5,"oak lawn, IL (14 mi.)",16
2023 Volkswagen Tiguan 2.0T SE R-Line Black,28888,9963,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2025 Mercedes-Benz GLC 300 4MATIC Coupe,64035,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1261
2023 Toyota Camry TRD V6,39490,8806,Toyota on Edens,3.9,"Northbrook, IL (19 mi.)",400
2024 Cadillac XT5 Premium Luxury,56740,0,Heritage Cadillac,4.6,"Lombard, IL (20 mi.)",1190
2016 Subaru WRX STI Limited,23883,70353,Star Motor Sales,4.5,"Downers Grove, IL (21 mi.)",219
2025 Honda CR-V LX,33405,0,Muller Honda,4.8,"Highland Park, IL (22 mi.)",1297
2025 Jeep Grand Cherokee Limited,51267,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4745
2025 Genesis G70 3.3T Sport Advanced,54875,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2024 Jeep Compass Sport,25590,0,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.4,"Schaumburg, IL (26 mi.)",1402
2024 Audi Q7 45 Premium Plus,54980,10635,Audi Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",5504
2025 Honda CR-V Hybrid Sport-L,40955,0,McGrath City Honda,4.4,"Chicago, IL (9 mi.)",1890
2025 Cadillac XT6 Premium Luxury AWD,60510,0,Zeigler Cadillac of Lincolnwood,4.4,"Lincolnwood, IL (11 mi.)",662
2024 Ford Escape Active,32145,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2016 Scion FR-S,17998,92652,CarMax Stockton,0.0,Location not found,1
2025 Ford Explorer ST-Line,54830,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2025 Ford Explorer ST,61200,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2016 Chevrolet Colorado Work Truck,19998,64410,CarMax Rivergate,0.0,Location not found,11
2024 Toyota RAV4 LE,32459,0,Continental Toyota,4.9,"Hodgkins, IL (15 mi.)",2958
2024 Kia Sportage S,30474,0,Ed Napleton Acura Kia,4.4,"Elmhurst, IL (18 mi.)",1393
2024 Chevrolet Silverado 1500 LT,50238,0,Castle Chevrolet North,4.9,"Elk Grove Village, IL (21 mi.)",768
2024 RAM ProMaster 2500 High Roof,46579,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4745
2024 Lincoln Nautilus Premiere,52436,0,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2025 RAM 1500 Laramie,60524,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4745
2024 Ford F-250 XLT,61590,3177,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2025 Hyundai Santa Fe HEV Calligraphy,50111,0,Family Hyundai,4.4,"Tinley Park, IL (22 mi.)",9021
2025 Genesis G70 2.5T,50545,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2024 Ford F-150 XL,48569,0,Webb Ford,4.1,"Highland, IN (26 mi.)",442
2024 Jeep Grand Cherokee L Limited,49540,0,Bettenhausen Chrysler Dodge Jeep RAM,4.7,"Lockport, IL (28 mi.)",15
2024 Jeep Grand Cherokee Limited,46940,0,Bettenhausen Chrysler Dodge Jeep RAM,4.7,"Lockport, IL (28 mi.)",15
2015 GMC Canyon SLT,15638,140983,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,35215,0,Bill Jacobs VW,4.4,"Naperville, IL (30 mi.)",689
2019 Honda Accord LX,19997,30033,Honda City Chicago,4.8,"Chicago, IL (8 mi.)",603
2025 Toyota Camry XLE,37923,0,Toyota On Western,4.3,"Chicago, IL (9 mi.)",191
2025 Chevrolet Equinox AWD RS,38439,0,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2015 Honda CR-Z,15998,65848,CarMax Ft. Myers,0.0,Location not found,21
2022 Toyota Camry XSE,33998,19853,CarMax Lexington,0.0,Location not found,3
2025 Chevrolet Equinox AWD ACTIV,36751,0,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2024 Subaru Ascent Touring 7-Passenger,47381,0,The Autobarn Countryside Subaru,4.8,"Countryside, IL (14 mi.)",1365
2025 Kia Sportage SX-Prestige,34087,0,Ed Napleton Acura Kia,4.4,"Elmhurst, IL (18 mi.)",1393
2024 Mercedes-Benz AMG C 43 Base 4MATIC,78250,0,Autohaus on Edens,4.7,"Northbrook, IL (19 mi.)",3067
2025 Nissan Rogue S,31826,0,94 Nissan Of South Holland,4.8,"South Holland, IL (20 mi.)",3104
2024 Mercedes-Benz Sprinter 3500XD High Roof,85132,0,Mercedes-Benz of Orland Park,4.5,"Orland Park, IL (22 mi.)",394
2015 Chevrolet Silverado 1500 High Country,30000,53145,Apple Chevrolet,4.7,"Tinley Park, IL (22 mi.)",1558
2024 Audi S5 Prestige,80820,0,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2025 Hyundai Sonata SE,27040,0,Webb Hyundai Highland,4.5,"Highland, IN (25 mi.)",1085
2024 Hyundai Venue SEL,22998,654,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2018 GMC Canyon Denali,27800,82015,Guaranteed Motor Cars,3.3,"palos hills, IL (25 mi.)",65
2025 Mercedes-Benz GLC 300 Base 4MATIC,55045,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Mercedes-Benz GLC 300 Base 4MATIC,52785,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Mercedes-Benz GLC 300 4MATIC,56545,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Mercedes-Benz GLC 300 4MATIC,53765,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Ford Explorer ST,56535,0,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3423
2024 Nissan Pathfinder Platinum,54300,0,Gerald Nissan of Naperville,4.9,"Naperville, IL (30 mi.)",3514
2020 GMC Canyon Denali,31999,26252,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2025 Honda Odyssey Touring,48005,0,McGrath City Honda,4.4,"Chicago, IL (9 mi.)",1890
2024 Subaru Forester Wilderness,39045,0,Mcgrath Evanston Subaru,4.5,"Skokie, IL (11 mi.)",217
2022 BMW X3 XDrive30i,31998,44110,CarMax Virginia Beach,0.0,Location not found,6
2022 Mazda CX-9 Touring,27995,32956,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2018 Mercedes-Benz C-Class 4MATIC,22995,62377,Highend Motors,0.0,"Chicago, IL (12 mi.)",0
2024 Jeep Grand Cherokee L Altitude,41068,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2018 RAM 3500 Laramie Limited,57998,57831,CarMax Greenville,0.0,Location not found,18
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,29929,26215,Old Orchard Nissan,4.6,"Skokie, IL (14 mi.)",3581
2022 Chevrolet Blazer 3LT,28971,29166,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2022 Chevrolet Malibu LT,16788,65188,S&M Auto Sales,2.1,"Hickory Hills, IL (15 mi.)",60
2025 Honda CR-V LX,32099,0,Honda on Grand,4.7,"Elmhurst, IL (17 mi.)",2453
2025 Mercedes-Benz GLE 350 Base 4MATIC,73675,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1261
2025 Mercedes-Benz GLE 350 Base 4MATIC,73075,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1261
2024 Audi A5 Sportback 45 S Line Premium Plus,57120,0,Audi Westmont,4.7,"Westmont, IL (18 mi.)",1729
2025 Honda CR-V Hybrid Sport-L,40500,0,Community Honda of Orland Park,4.2,"Orland Park, IL (22 mi.)",1834
2025 Genesis G70 3.3T Sport Advanced,59275,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2018 Hyundai Tucson Limited,19888,32938,Patrick Hyundai of Schaumburg,4.1,"Schaumburg, IL (25 mi.)",1125
2025 Genesis G70 2.5T,46290,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2025 Chevrolet Equinox LT,32915,0,Chevrolet of Palatine,2.0,"Palatine, IL (28 mi.)",759
2024 Jeep Wrangler Sahara,52935,0,Bettenhausen Chrysler Dodge Jeep RAM,4.7,"Lockport, IL (28 mi.)",15
2024 Volkswagen Taos 1.5T SE,32713,0,Bill Jacobs VW,4.4,"Naperville, IL (30 mi.)",689
2022 Hyundai Accent SEL,15200,35475,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2023 Audi Q7 55 Premium,47995,22555,TAB Auto Brokers,5.0,"Chicago, IL (9 mi.)",25
2018 Chevrolet Silverado 1500 2LT,27578,76370,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5049
2022 Toyota Camry SE,29998,13290,CarMax Grand Rapids (Kentwood),0.0,Location not found,4
2024 Jeep Compass Trailhawk,33257,0,Jack Phelan Chrysler Dodge Jeep RAM,4.9,"Countryside, IL (14 mi.)",1753
2015 Kia Optima SXL,15998,96894,CarMax Clermont,0.0,Location not found,2
2023 Ford Explorer Platinum,51417,0,Bredemann Ford,4.5,"Glenview, IL (17 mi.)",595
2024 Subaru Ascent Touring 7-Passenger,51119,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2025 Volvo XC40 B5 Core Bright Theme,46015,0,Fields Volvo Cars of Northfield,4.8,"Northfield, IL (18 mi.)",544
2024 Ford Explorer Timberline,50669,0,Willowbrook Ford Kia,3.0,"Willowbrook, IL (19 mi.)",1051
2024 Ford Explorer XLT,48923,0,Willowbrook Ford Kia,3.0,"Willowbrook, IL (19 mi.)",1051
2025 Ford Explorer,47131,0,Willowbrook Ford Kia,3.0,"Willowbrook, IL (19 mi.)",1051
2025 Ford Explorer ST-Line,53035,0,Willowbrook Ford Kia,3.0,"Willowbrook, IL (19 mi.)",1051
2025 Audi Q7 55 Premium Plus,75800,0,Audi Orland Park,0.0,"Orland Park, IL (22 mi.)",267
2020 Honda Civic Touring,24000,41573,Joe Rizza Acura,4.6,"Orland Park, IL (22 mi.)",2228
2025 Subaru Outback Limited,37451,0,Muller Subaru Volkswagen,0.0,"Highland Park, IL (24 mi.)",89
2025 Hyundai Sonata SE,27980,0,Patrick Hyundai of Schaumburg,4.1,"Schaumburg, IL (25 mi.)",1125
2025 Chevrolet Equinox FWD RS,36915,0,Advantage Chevrolet of Bolingbrook,4.8,"Bolingbrook, IL (27 mi.)",5371
2024 Subaru Ascent Touring 7-Passenger,51119,0,Napleton's Palatine Subaru,4.4,"Palatine, IL (28 mi.)",237
2022 Honda Accord Hybrid Base,25495,72527,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2025 Mazda CX-5 Signature,42020,0,Napleton Mazda of Naperville,4.2,"Naperville, IL (30 mi.)",527
2024 Audi SQ7 4.0T Premium Plus,99830,0,Audi Naperville,4.7,"Naperville, IL (30 mi.)",993
2024 Audi Q4 e-tron Premium Plus 55 quattro,63445,0,Fletcher Jones Audi,4.2,"Chicago, IL (3 mi.)",1150
2025 Nissan Sentra SV,23625,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2024 Toyota RAV4 Hybrid Limited,44654,0,Victory Toyota of Midtown,4.5,"Chicago, IL (7 mi.)",952
2019 Honda CR-V EX,24998,32197,CarMax Phoenix-West Valley,0.0,Location not found,10
2025 Subaru Forester Premium,35174,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2019 Honda Civic Sport,15500,106720,Capital Auto Finance,0.0,"Bridgeview, IL (12 mi.)",5
2024 Jeep Compass Latitude Lux,26311,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2024 Ford Bronco Raptor,88677,0,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2018 Mercedes-Benz GLA 250,17998,75595,CarMax Bakersfield,0.0,Location not found,4
2019 Porsche 718 Cayman GTS,79000,23166,Napleton Porsche of Westmont,4.8,"Westmont, IL (18 mi.)",879
2024 Cadillac LYRIQ Luxury w/1SE,77270,0,Rizza Cadillac Buick GMC,4.5,"Tinley Park, IL (22 mi.)",3908
2025 RAM 1500 Rebel,66969,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4745
2024 Cadillac LYRIQ Sport w/1SK,77770,0,Rizza Cadillac Buick GMC,4.5,"Tinley Park, IL (22 mi.)",3908
2021 Hyundai Santa Fe Limited,28800,30212,Acura Highland Park,4.4,"Highland Park, IL (25 mi.)",432
2018 Lamborghini Huracan Performante,319895,2976,Strada Motorsports,0.0,"Schaumburg, IL (26 mi.)",1
2023 Mercedes-Benz GLC 300,50998,20230,CarMax Schaumburg,3.5,"Schaumburg, IL (26 mi.)",42
2024 Jeep Grand Cherokee Laredo,42121,0,Thomas Dodge Chrysler Jeep RAM of Highland,4.8,"Highland, IN (26 mi.)",3221
2009 Honda CR-V EX-L w/Navigation,9700,106000,Not found,0.0,"Palatine, IL (27 mi.)",0
2024 Audi S5 3.0T Premium,70395,0,Audi Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",5504
2024 BMW X1 xDrive28i,47695,0,BMW of Schererville,4.8,"Schererville, IN (28 mi.)",567
2025 Lincoln Aviator PREMIERE,68050,0,Fair Oaks Lincoln,0.0,"Naperville, IL (30 mi.)",0
2024 Dodge Durango GT AWD,43362,0,Castle Chrysler Dodge Jeep Ram of Naperville,4.2,"Naperville, IL (30 mi.)",1654
2022 BMW X3 xDrive30i,38988,24289,Perillo BMW,4.0,"Chicago, IL (2 mi.)",657
2024 Subaru WRX Premium,34758,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2020 Lexus RX 350 Base,36908,30038,Zeigler Ford of North Riverside,4.7,"North Riverside, IL (9 mi.)",518
2019 BMW 430 I,26998,23691,CarMax Tucson,0.0,Location not found,9
2021 Volkswagen Tiguan 2.0T SEL R-Line 4MOTION,24499,54438,Toyota On Western,4.3,"Chicago, IL (9 mi.)",191
2024 Ford Escape Base,44743,0,Zeigler Ford of North Riverside,4.7,"North Riverside, IL (9 mi.)",518
2025 Buick Enclave Preferred FWD,51540,0,Zeigler Buick GMC of Lincolnwood,4.5,"Lincolnwood, IL (10 mi.)",1546
2025 Chevrolet Equinox 1LT,29875,0,Currie Motors Chevrolet,4.6,"Forest Park, IL (10 mi.)",1563
2025 Kia Sportage SX-Prestige,35265,0,Berwyn Kia,4.6,"Berwyn, IL (10 mi.)",274
2024 Jeep Grand Cherokee Laredo,36473,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2025 Ford Escape Active,36000,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2023 Honda CR-V Hybrid Sport,36998,8918,CarMax Frederick,0.0,Location not found,7
2019 Dodge Grand Caravan SE,17999,49480,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2024 Jeep Grand Cherokee Laredo,35570,0,Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,"Lansing, IL (22 mi.)",1329
2024 Mercedes-Benz Sprinter 2500 High Roof,55491,10285,Mercedes-Benz of Orland Park,4.5,"Orland Park, IL (22 mi.)",394
2025 Subaru Forester Limited,36998,0,Muller Subaru Volkswagen,0.0,"Highland Park, IL (24 mi.)",89
2011 Nissan 370Z Touring,24995,19207,Auto Showcase of Carol Stream,4.1,"Carol Stream, IL (24 mi.)",80
2025 Genesis G70 3.3T Sport Advanced,54190,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2014 Honda Civic LX,13998,82012,Bosak Honda,4.5,"Highland, IN (26 mi.)",694
2024 Ford Transit-250 Base,50006,0,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3423
2024 Audi SQ7 4.0T Prestige,107415,0,Audi Naperville,4.7,"Naperville, IL (30 mi.)",993
2024 Chevrolet Tahoe Premier,72497,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2020 Dodge Durango Pursuit,23795,37327,Chicago Motors Inc.,0.0,"Chicago, IL (3 mi.)",58
2023 Toyota Sienna Limited 7-Passenger,52351,10374,Victory Toyota of Midtown,4.5,"Chicago, IL (7 mi.)",952
2024 Ford Escape ST-Line Select,36082,0,Napleton Ford of Oak Lawn,4.3,"Oak Lawn, IL (14 mi.)",3057
2024 Kia Sportage Hybrid SX Prestige,38998,7412,CarMax Lexington,0.0,Location not found,3
2016 GMC Terrain Denali,16998,74633,CarMax Fairfield,0.0,Location not found,4
2024 Mitsubishi Outlander SE 2.5 S-AWC,34299,0,Countryside Mitsubishi,4.8,"Countryside, IL (14 mi.)",1040
2022 Ford Escape SE,35375,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2025 Mazda CX-90 Base,58500,0,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Ford Bronco Sport Badlands,36314,0,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2024 Toyota Corolla SE,26444,0,Bredemann Toyota/Scion,4.8,"Park Ridge, IL (16 mi.)",4551
2024 Nissan Murano SV,41337,0,94 Nissan Of South Holland,4.8,"South Holland, IL (20 mi.)",3104
2024 Hyundai Elantra SEL,25748,0,Castle Hyundai Downers Grove,3.4,"Downers Grove, IL (21 mi.)",13
2025 Chevrolet Equinox 1LT,29704,0,Chevrolet of Homewood,4.7,"Homewood, IL (23 mi.)",505
2025 Ford Explorer ST,60795,0,Highland Park Ford Lincoln,4.8,"Highland Park, IL (24 mi.)",872
2021 Volvo XC90 T6 Momentum,42900,26355,Guaranteed Motor Cars,3.3,"palos hills, IL (25 mi.)",65
2024 Dodge Hornet GT,30040,0,Thomas Dodge Chrysler Jeep RAM of Highland,4.8,"Highland, IN (26 mi.)",3221
2025 GMC HUMMER EV 3X,123335,0,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2024 Toyota RAV4 Hybrid XLE Premium,41259,0,Schaumburg Toyota,4.8,"Schaumburg, IL (27 mi.)",1785
2024 Jeep Grand Cherokee Limited,44535,0,Bettenhausen Chrysler Dodge Jeep RAM,4.7,"Lockport, IL (28 mi.)",15
2025 Ford Explorer Active,38922,0,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3423
2024 Ford Bronco Sport Big Bend,32085,0,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2024 Volkswagen Tiguan 2.0T S 4MOTION,29569,0,Bill Jacobs VW,4.4,"Naperville, IL (30 mi.)",689
2022 Lexus RX 350 Base,46988,11477,McGrath Lexus Chicago,4.6,"Chicago, IL (2 mi.)",1277
2023 Hyundai Kona SEL,21495,12219,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2025 RAM 1500 Laramie,62300,0,Marino Chrysler Jeep Dodge RAM,4.9,"Chicago, IL (8 mi.)",5104
2019 Audi Q7 Premium Plus,31998,39830,CarMax Columbia,0.0,Location not found,8
2012 Volkswagen Golf R 2-Door,17500,79500,Not found,0.0,"Riverside, IL (10 mi.)",0
2020 Volkswagen Tiguan 2.0T S,17900,53647,Ed Napleton Honda,4.9,"Oak Lawn, IL (13 mi.)",2504
2023 Audi Q4 e-tron Premium Plus,36998,19171,CarMax Greensboro,0.0,Location not found,1
2024 Cadillac LYRIQ Luxury,78165,0,Ettleson Cadillac,4.9,"Hodgkins, IL (14 mi.)",293
2014 Honda Accord Sport,17998,79126,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
